"ADP","player_name","Team","Pos","year","player_age","b_game","pa","woba","xwoba","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","sweet_spot_percent","oz_swing_percent","whiff_percent","k_percent","bb_percent","avg_swing_speed","avg_swing_length","r_total_stolen_base","r_total_caught_stealing","percentile_xwoba","percentile_exit_velocity_avg","percentile_barrel_batted_rate","percentile_hard_hit_percent","percentile_oz_swing_percent","percentile_whiff_percent","percentile_k_percent","percentile_bb_percent","percentile_avg_swing_speed","percentile_avg_swing_length","player_id","p_game","p_formatted_ip","p_save","p_hold","p_starting_p","fastball_avg_speed","breaking_avg_spin","percentile_fastball_avg_speed","percentile_breaking_avg_spin"
25,"Harper, Bryce","Phi","1B",2024,31,145,631,0.38,0.357,91.1,10.6,48.2,36.1,33.4,26.7,21.9,12,74.1,7.3,7,4,0.931818181818182,0.86038961038961,0.785714285714286,0.899350649350649,0.75974025974026,0.517857142857143,0.378246753246753,0.902597402597403,0.86525974025974,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Devers, Rafael","Bos","3B",2022,25,141,614,0.373,0.361,93.1,11.5,50.9,33.1,36.2,28.2,18.6,8.1,NA,NA,3,1,0.953343701399689,0.976671850699845,0.853810264385692,0.962674961119751,0.827371695178849,0.612752721617418,0.222395023328149,0.534992223950233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Devers, Rafael","Bos","3B",2023,26,153,656,0.359,0.38,93.1,12.7,55.1,30,32.5,26.1,19.2,9.5,73.4,7.5,5,1,0.971061093247588,0.971061093247588,0.87459807073955,0.97588424437299,0.729903536977492,0.458199356913183,0.22508038585209,0.652733118971061,0.787387387387387,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Devers, Rafael","Bos","3B",2024,27,138,601,0.364,0.364,93.2,13,52.6,35.2,30.4,30.9,24.5,11.1,72.5,7.4,3,0,0.949675324675325,0.970779220779221,0.899350649350649,0.959415584415584,0.61038961038961,0.741883116883117,0.511363636363636,0.840909090909091,0.691558441558442,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"Sale, Chris","Atl","SP",2024,35,NA,NA,0.26,0.261,86.5,5.6,31.2,NA,33.5,31,32.1,5.6,NA,NA,NA,NA,0.0847240051347882,0.118100128369705,0.231065468549422,0.0885750962772786,0.910141206675225,0.86007702182285,0.938382541720154,0.159178433889602,NA,NA,519242,29,177.2,0,0,29,94.7,2334,0.690721649484536,0.301173402868318
27,"Sale, Chris","Atl","SP",2022,33,NA,NA,0.263,0.312,84,5.6,38.9,NA,21.3,12.5,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519242,2,5.2,0,0,2,94.5,2348,NA,NA
27,"Sale, Chris","Atl","SP",2023,34,NA,NA,0.306,0.295,87.9,8.4,34.6,NA,33.6,29.7,29.4,6.8,NA,NA,NA,NA,0.232647814910026,0.281491002570694,0.566838046272494,0.233933161953728,0.906169665809769,0.773778920308483,0.888174807197943,0.22107969151671,NA,NA,519242,20,102.2,0,0,20,93.8,2241,0.548262548262548,0.211764705882353
28,"Rutschman, Adley","Bal","C, DH",2022,24,113,470,0.354,0.342,87.9,7.9,36.8,35.6,23.1,17.9,18.3,13.8,NA,NA,4,0,0.891135303265941,0.463452566096423,0.628304821150855,0.482115085536547,0.166407465007776,0.0995334370139969,0.213063763608087,0.94556765163297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Rutschman, Adley","Bal","C, DH",2023,25,154,687,0.352,0.373,88.4,7.5,38.6,37,23.4,15.6,14.7,13.4,70.2,6.9,1,2,0.956591639871383,0.469453376205788,0.548231511254019,0.509646302250804,0.202572347266881,0.0434083601286174,0.0836012861736334,0.909967845659164,0.354954954954955,0.127927927927928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Rutschman, Adley","Bal","C, DH",2024,26,148,638,0.309,0.315,88.2,6.1,36.6,35.4,28.9,17.1,16.1,9.1,69,6.9,1,0,0.685064935064935,0.472402597402597,0.443181818181818,0.444805194805195,0.522727272727273,0.086038961038961,0.128246753246753,0.654220779220779,0.219155844155844,0.121753246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Ragans, Cole","KC","SP",2022,24,NA,NA,0.346,0.336,87.5,6.9,32.8,NA,29.6,22.5,15.5,9.2,NA,NA,NA,NA,0.687979539641944,0.250639386189258,0.432225063938619,0.162404092071611,0.59462915601023,0.318414322250639,0.173913043478261,0.554987212276215,NA,NA,666142,9,40,0,0,9,91.1,2220,0.189987163029525,0.197930142302717
29,"Ragans, Cole","KC","SP",2024,26,NA,NA,0.277,0.283,88.3,6.2,35.4,NA,29.8,32,29.3,8.8,NA,NA,NA,NA,0.186136071887035,0.331193838254172,0.27599486521181,0.251604621309371,0.663671373555841,0.893453145057766,0.887034659820282,0.528883183568678,NA,NA,666142,32,186.1,0,0,32,94.4,2510,0.640463917525773,0.57496740547588
29,"Ragans, Cole","KC","SP",2023,25,NA,NA,0.266,0.283,87.8,6.4,36.9,NA,28.4,31,28.8,10.5,NA,NA,NA,NA,0.150385604113111,0.263496143958869,0.286632390745501,0.362467866323907,0.515424164524422,0.839331619537275,0.867609254498715,0.654241645244216,NA,NA,666142,29,96,0,3,12,95.4,2518,0.791505791505791,0.643137254901961
30,"Machado, Manny","SD","3B, DH",2022,29,150,644,0.382,0.338,91.5,9.8,49,36.7,30.7,24.9,20.7,9.8,NA,NA,9,1,0.866251944012442,0.91601866251944,0.749611197511664,0.931570762052877,0.583203732503888,0.399688958009331,0.320373250388802,0.724727838258165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Machado, Manny","SD","3B, DH",2023,30,138,601,0.334,0.332,91,10.5,45.9,30.2,29.3,23.9,18.1,8.3,76.7,7.7,3,2,0.752411575562701,0.834405144694534,0.760450160771704,0.813504823151125,0.54983922829582,0.339228295819936,0.178456591639871,0.536977491961415,0.978378378378378,0.827027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Machado, Manny","SD","3B, DH",2024,31,152,643,0.34,0.338,92.5,11,48.8,33.8,29.7,24.4,19.3,7,75.3,7.8,11,2,0.847402597402597,0.949675324675325,0.808441558441558,0.915584415584416,0.568181818181818,0.38961038961039,0.246753246753247,0.410714285714286,0.944805194805195,0.892857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Acuna Jr., Ronald","Atl","OF",2022,24,119,533,0.335,0.366,91.2,12.8,49.7,32.8,24.3,24.9,23.6,9.9,NA,NA,29,11,0.967340590979782,0.897356143079316,0.902021772939347,0.940902021772939,0.237947122861586,0.399688958009331,0.454121306376361,0.735614307931571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Acuna Jr., Ronald","Atl","OF",2023,25,159,735,0.428,0.46,94.7,15.3,55.2,33.6,22.6,18.7,11.4,10.9,77.4,7.4,73,14,0.996784565916399,0.996784565916399,0.929260450160772,0.979099678456592,0.165594855305466,0.12379421221865,0.0241157556270096,0.797427652733119,0.987387387387387,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Acuna Jr., Ronald","Atl","OF",2024,26,49,222,0.322,0.35,92.2,9.4,48.2,31.7,21.4,27.5,23.9,12.2,76.8,7.6,16,3,0.907467532467532,0.941558441558442,0.714285714285714,0.899350649350649,0.126623376623377,0.556818181818182,0.470779220779221,0.909090909090909,0.982142857142857,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"De La Cruz, Elly","Cin","SS",2023,21,98,427,0.305,0.303,91.2,8.5,45.9,30.5,32.8,29.7,33.7,8.2,76.7,7.5,35,8,0.47427652733119,0.860128617363344,0.64951768488746,0.813504823151125,0.736334405144695,0.657556270096463,0.884244372990354,0.533762057877814,0.978378378378378,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"De La Cruz, Elly","Cin","SS",2024,22,160,696,0.349,0.328,91.8,12.7,45.7,35.7,26.9,33.4,31.3,9.9,75.2,7.3,67,16,0.790584415584416,0.923701298701299,0.887987012987013,0.821428571428571,0.402597402597403,0.840909090909091,0.821428571428571,0.733766233766234,0.931818181818182,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Santander, Anthony","Tor","OF, DH",2022,27,152,647,0.336,0.352,90.1,11.6,43.3,33.5,32.5,21.5,18.9,8.5,NA,NA,0,2,0.934681181959565,0.786936236391913,0.860031104199067,0.783825816485226,0.690513219284603,0.22706065318818,0.242612752721617,0.573872472783826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Santander, Anthony","Tor","OF, DH",2023,28,153,656,0.34,0.319,90.6,10.2,46,33,34.4,23.5,23.2,8.4,72.9,7.2,5,1,0.627009646302251,0.807073954983923,0.744372990353698,0.819935691318328,0.79903536977492,0.323151125401929,0.434083601286174,0.557877813504823,0.731531531531531,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Santander, Anthony","Tor","OF, DH",2024,29,155,665,0.345,0.324,89.8,11.7,41.6,35,33.8,20,19.4,8.7,73.1,7.2,2,0,0.758116883116883,0.725649350649351,0.844155844155844,0.680194805194805,0.787337662337662,0.176948051948052,0.25487012987013,0.626623376623377,0.769480519480519,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Clase, Emmanuel","Cle","RP",2022,24,NA,NA,0.187,0.219,86.3,2.2,32.2,NA,46.2,30.1,28.4,3.7,NA,NA,NA,NA,0.0153452685421995,0.11381074168798,0.0485933503836317,0.135549872122762,0.998721227621483,0.815856777493606,0.860613810741688,0.0434782608695652,NA,NA,661403,77,72.2,42,0,0,99.5,2653,0.99614890885751,0.847347994825356
34,"Clase, Emmanuel","Cle","RP",2023,25,NA,NA,0.265,0.271,88.4,5,37.6,NA,30.8,27.4,21.2,5.3,NA,NA,NA,NA,0.0809768637532134,0.358611825192802,0.16452442159383,0.397172236503856,0.74293059125964,0.65038560411311,0.456298200514139,0.104113110539846,NA,NA,661403,75,72.2,44,0,0,99.1,2586,0.987129987129987,0.742483660130719
34,"Clase, Emmanuel","Cle","RP",2024,26,NA,NA,0.175,0.245,86.5,3.6,29.7,NA,36.8,27.1,24.4,3.7,NA,NA,NA,NA,0.0346598202824134,0.118100128369705,0.101412066752246,0.0539152759948652,0.971758664955071,0.653401797175867,0.681643132220796,0.0474967907573813,NA,NA,661403,74,74.1,47,0,0,99.5,2571,0.992268041237113,0.670143415906128
35,"Semien, Marcus","Tex","2B",2022,31,161,724,0.317,0.306,87.3,6.8,34.9,32.4,24.8,20.6,16.6,7.3,NA,NA,25,8,0.63452566096423,0.360808709175739,0.542768273716952,0.404354587869362,0.258164852255054,0.177293934681182,0.149300155520995,0.457231726283048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Semien, Marcus","Tex","2B",2023,32,162,753,0.354,0.333,88.4,6.5,37,37.5,21.4,18,14.6,9.6,68.9,7.6,14,3,0.762057877813505,0.469453376205788,0.451768488745981,0.442122186495177,0.133440514469453,0.0948553054662379,0.0787781350482315,0.668810289389068,0.212612612612613,0.758558558558559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Semien, Marcus","Tex","2B",2024,33,159,718,0.306,0.313,87.4,6.6,35.2,33,25.2,20.2,14.6,8.9,68.3,7.7,8,3,0.665584415584416,0.36038961038961,0.49025974025974,0.387987012987013,0.295454545454545,0.180194805194805,0.0746753246753247,0.63961038961039,0.147727272727273,0.847402597402597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Seager, Corey","Tex","SS",2022,28,151,663,0.331,0.372,91.1,10.5,45.5,38.4,30.5,26.5,15.5,8.7,NA,NA,3,0,0.975116640746501,0.884914463452566,0.805598755832037,0.846034214618974,0.567651632970451,0.493001555209953,0.104199066874028,0.6049766718507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Seager, Corey","Tex","SS",2023,29,119,536,0.419,0.412,93.3,15.2,53.2,38,28.1,25,16.4,9.1,71.9,6.6,2,1,0.988745980707395,0.977491961414791,0.92604501607717,0.964630225080386,0.456591639871383,0.39871382636656,0.12540192926045,0.62540192926045,0.603603603603604,0.0324324324324324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Seager, Corey","Tex","SS",2024,30,123,533,0.365,0.39,92.1,15.2,50.7,38.6,27.8,23.4,18,9.9,72.3,6.6,1,1,0.977272727272727,0.936688311688312,0.956168831168831,0.948051948051948,0.444805194805195,0.339285714285714,0.193181818181818,0.733766233766234,0.655844155844156,0.0324675324675325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Chourio, Jackson","Mil","OF",2024,20,148,573,0.339,0.328,89.7,7.8,44.9,33.2,31.9,27.1,21.1,6.8,73.2,7.4,22,7,0.790584415584416,0.709415584415584,0.586038961038961,0.798701298701299,0.685064935064935,0.537337662337662,0.336038961038961,0.383116883116883,0.782467532467532,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"Snell, Blake","LAD","SP",2023,30,NA,NA,0.266,0.3,87.2,7.4,33.8,NA,27.9,37.3,31.5,13.3,NA,NA,NA,NA,0.280205655526992,0.194087403598972,0.410025706940874,0.197943444730077,0.470437017994859,0.97172236503856,0.93573264781491,0.845758354755784,NA,NA,605483,32,180,0,0,32,95.5,2377,0.797940797940798,0.397385620915033
38,"Snell, Blake","LAD","SP",2022,29,NA,NA,0.282,0.279,90.1,7.4,39.5,NA,30.6,32.8,32,9.5,NA,NA,NA,NA,0.202046035805627,0.749360613810742,0.517902813299233,0.581841432225064,0.68925831202046,0.896419437340154,0.936061381074169,0.578005115089514,NA,NA,605483,24,128,0,0,24,95.8,2354,0.834403080872914,0.398447606727037
38,"Snell, Blake","LAD","SP",2024,31,NA,NA,0.241,0.25,86.5,5.7,28.9,NA,31.6,37.7,34.7,10.5,NA,NA,NA,NA,0.0500641848523748,0.118100128369705,0.242618741976893,0.0474967907573813,0.815147625160462,0.974326059050064,0.969191270860077,0.694480102695764,NA,NA,605483,20,104,0,0,20,95.9,2462,0.84020618556701,0.498044328552803
39,"Bregman, Alex","Bos","3B",2022,28,155,656,0.358,0.35,88.9,7.3,37.8,36.2,17.8,14.9,11.7,13.3,NA,NA,1,2,0.920684292379471,0.614307931570762,0.589424572317263,0.542768273716952,0.0279937791601866,0.0404354587869362,0.0357698289269051,0.933125972006221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Bregman, Alex","Bos","3B",2023,29,161,724,0.351,0.351,88.6,5.4,38.2,35.8,18.6,14.1,12,12.7,70.2,6.9,3,1,0.87620578778135,0.5,0.369774919614148,0.495176848874598,0.0562700964630225,0.022508038585209,0.0305466237942122,0.879421221864952,0.354954954954955,0.127927927927928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Bregman, Alex","Bos","3B",2024,30,145,634,0.331,0.319,89.1,6.4,40.5,34.9,23.6,12.8,13.6,6.9,71.4,7,3,1,0.722402597402597,0.623376623376623,0.470779220779221,0.628246753246753,0.206168831168831,0.0211038961038961,0.0487012987012987,0.392857142857143,0.538961038961039,0.186688311688312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"Merrill, Jackson","SD","OF",2024,21,156,593,0.352,0.372,90.4,11.3,43.9,39.6,34.4,20.5,17,4.9,72.2,7.5,16,3,0.957792207792208,0.798701298701299,0.829545454545455,0.758116883116883,0.803571428571429,0.199675324675325,0.159090909090909,0.193181818181818,0.649350649350649,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Turner, Trea","Phi","SS",2022,29,160,708,0.35,0.335,88.9,7.6,41.6,35.3,33.1,26.3,18.5,6.4,NA,NA,27,3,0.850699844479005,0.614307931570762,0.614307931570762,0.71850699844479,0.720062208398134,0.483670295489891,0.217729393468118,0.356143079315708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Turner, Trea","Phi","SS",2023,30,155,691,0.333,0.33,89.9,8.4,42.2,36.1,35.3,29.6,21.7,6.5,72.6,7.6,30,0,0.736334405144695,0.707395498392283,0.643086816720257,0.683279742765273,0.82475884244373,0.64951768488746,0.34887459807074,0.327974276527331,0.702702702702703,0.758558558558559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Turner, Trea","Phi","SS",2024,31,121,539,0.349,0.318,89.1,6.9,40.7,30.9,33.9,26.1,18.2,5,71.7,7.6,19,4,0.711038961038961,0.623376623376623,0.524350649350649,0.633116883116883,0.790584415584416,0.487012987012987,0.198051948051948,0.201298701298701,0.574675324675325,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"Williams, Devin","NYY","RP",2022,27,NA,NA,0.225,0.223,84.3,0.9,27,NA,32.3,40.8,40,12.5,NA,NA,NA,NA,0.0179028132992327,0.0268542199488491,0.0396419437340153,0.0498721227621483,0.826086956521739,0.989769820971867,0.993606138107417,0.820971867007673,NA,NA,642207,65,60.2,15,26,0,93.8,2375,0.54813863928113,0.424320827943079
42,"Williams, Devin","NYY","RP",2023,28,NA,NA,0.214,0.254,85.9,7,29.6,NA,32.5,41.8,37.7,12.1,NA,NA,NA,NA,0.032133676092545,0.0796915167095116,0.3573264781491,0.070694087403599,0.853470437017995,0.991002570694087,0.983290488431877,0.794344473007712,NA,NA,642207,61,58.2,36,0,0,93.9,NA,0.567567567567568,NA
42,"Williams, Devin","NYY","RP",2024,29,NA,NA,0.228,0.226,84.2,5.4,32.4,NA,29.4,40,43.2,12.5,NA,NA,NA,NA,0.0179717586649551,0.0179717586649551,0.219512195121951,0.115532734274711,0.62002567394095,0.992297817715019,0.994865211810013,0.838254172015404,NA,NA,642207,22,21.2,14,0,0,94.6,NA,0.675257731958763,NA
43,"Olson, Matt","Atl","1B",2022,28,162,699,0.344,0.347,92.9,13.6,50.9,33.8,28.5,28.9,24.3,10.7,NA,NA,0,0,0.909797822706065,0.967340590979782,0.936236391912908,0.962674961119751,0.461897356143079,0.64696734059098,0.494556765163297,0.811819595645412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Olson, Matt","Atl","1B",2023,29,162,720,0.413,0.392,93.7,16.4,55.5,31,26,28.4,23.2,14.4,74.9,7.3,1,0,0.977491961414791,0.990353697749196,0.958199356913183,0.982315112540193,0.319935691318328,0.586816720257235,0.434083601286174,0.946945337620579,0.904504504504504,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Olson, Matt","Atl","1B",2024,30,162,685,0.339,0.341,91.5,12.4,47.4,35.4,28.7,26.3,24.8,10.4,73.8,7.3,0,0,0.866883116883117,0.900974025974026,0.876623376623377,0.876623376623377,0.516233766233766,0.506493506493506,0.535714285714286,0.771103896103896,0.844155844155844,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Arraez, Luis","SD","1B, 2B, DH",2022,25,144,603,0.35,0.333,88.9,3.6,30.2,38.7,24.1,7.1,7.1,8.3,NA,NA,4,4,0.838258164852255,0.614307931570762,0.262830482115086,0.231726283048211,0.220839813374806,0.0015552099533437,0.0046656298600311,0.558320373250389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Arraez, Luis","SD","1B, 2B, DH",2023,26,147,617,0.369,0.354,88.3,3.5,25.7,44.7,31.8,7.9,5.5,5.7,63.9,5.9,3,2,0.893890675241158,0.446945337620579,0.22508038585209,0.128617363344051,0.69935691318328,0.00160771704180064,0.00160771704180064,0.234726688102894,0.0018018018018018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Arraez, Luis","SD","1B, 2B, DH",2024,27,150,672,0.323,0.325,86.3,1.6,23.7,40.9,35.3,6.9,4.3,3.6,63.2,6,9,3,0.767857142857143,0.227272727272727,0.11525974025974,0.0892857142857143,0.834415584415584,0,0.00162337662337662,0.100649350649351,0.00162337662337662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"Kirby, George","Sea","SP",2022,24,NA,NA,0.302,0.284,89.3,8.9,38.7,NA,29,21.2,24.5,4.1,NA,NA,NA,NA,0.235294117647059,0.61764705882353,0.68925831202046,0.508951406649616,0.546035805626598,0.235294117647059,0.70076726342711,0.0588235294117647,NA,NA,669923,25,130,0,0,25,94,2181,0.580231065468549,0.153945666235446
45,"Kirby, George","Sea","SP",2023,25,NA,NA,0.284,0.305,89.2,7.5,40.9,NA,32.9,22.9,22.7,2.5,NA,NA,NA,NA,0.325192802056555,0.507712082262211,0.416452442159383,0.575835475578406,0.872750642673522,0.330334190231362,0.552699228791774,0.0154241645244216,NA,NA,669923,31,190.2,0,0,31,96,2334,0.862290862290862,0.335947712418301
45,"Kirby, George","Sea","SP",2024,26,NA,NA,0.287,0.288,89,8.1,36.3,NA,31.9,24.1,23,3,NA,NA,NA,NA,0.220795892169448,0.501925545571245,0.537869062901155,0.30808729139923,0.834403080872914,0.45186136071887,0.602053915275995,0.0320924261874198,NA,NA,669923,33,191,0,0,33,96,2388,0.846649484536082,0.374185136897001
46,"Altuve, Jose","Hou","2B",2022,32,141,604,0.397,0.354,85.9,7.7,29.7,35.4,28.6,16.3,14.4,10.9,NA,NA,18,1,0.942457231726283,0.192846034214619,0.61741835147745,0.214618973561431,0.468118195956454,0.073094867807154,0.0777604976671851,0.828926905132193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Altuve, Jose","Hou","2B",2023,33,90,410,0.393,0.331,86,8.3,31.4,29.7,32.1,18.7,17.3,10.7,70.6,7.7,14,2,0.744372990353698,0.162379421221865,0.635048231511254,0.2508038585209,0.709003215434084,0.12379421221865,0.154340836012862,0.776527331189711,0.41981981981982,0.827027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Altuve, Jose","Hou","2B",2024,34,153,682,0.344,0.316,86.5,6.5,31.2,35.4,37.3,22.1,17.4,6.9,69.4,7.8,22,7,0.689935064935065,0.246753246753247,0.482142857142857,0.241883116883117,0.892857142857143,0.258116883116883,0.180194805194805,0.392857142857143,0.256493506493506,0.892857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Valdez, Framber","Hou","SP",2024,30,NA,NA,0.272,0.287,90.2,5.3,45,NA,28.6,27.2,24,7.8,NA,NA,NA,NA,0.213093709884467,0.739409499358151,0.210526315789474,0.815147625160462,0.544287548138639,0.663671373555841,0.658536585365854,0.401797175866495,NA,NA,664285,28,176.1,0,0,28,94.1,2863,0.597938144329897,0.954367666232073
47,"Valdez, Framber","Hou","SP",2023,29,NA,NA,0.287,0.32,91.5,8,45.6,NA,29,26.8,24.8,7.1,NA,NA,NA,NA,0.462724935732648,0.894601542416452,0.48586118251928,0.845758354755784,0.555269922879177,0.605398457583548,0.677377892030848,0.250642673521851,NA,NA,664285,31,198,0,0,31,94.9,2789,0.728442728442728,0.941176470588235
47,"Valdez, Framber","Hou","SP",2022,28,NA,NA,0.272,0.284,89.8,5.8,41.6,NA,27.9,25.8,23.5,8.1,NA,NA,NA,NA,0.235294117647059,0.719948849104859,0.290281329923274,0.699488491048593,0.452685421994885,0.566496163682864,0.630434782608696,0.427109974424552,NA,NA,664285,31,201.1,0,0,31,93.9,2802,0.563543003851091,0.945666235446313
48,"Kwan, Steven","Cle","OF",2022,24,147,638,0.341,0.312,85.1,1.4,20.8,34.6,20.2,9,9.4,9.7,NA,NA,19,5,0.678071539657854,0.153965785381026,0.12597200622084,0.073094867807154,0.0699844479004666,0.0046656298600311,0.00933125972006221,0.707620528771384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Kwan, Steven","Cle","OF",2023,25,158,718,0.313,0.317,86,1.1,18.8,37.7,21.3,11.2,10.4,9.7,64.1,6.4,21,3,0.609324758842444,0.162379421221865,0.112540192926045,0.0273311897106109,0.130225080385852,0.00803858520900321,0.0144694533762058,0.683279742765273,0.00540540540540541,0.0108108108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Kwan, Steven","Cle","OF",2024,26,122,540,0.349,0.333,86.3,2.6,23.7,38.5,19.2,8.2,9.4,9.8,64.4,6.4,12,5,0.829545454545455,0.227272727272727,0.175324675324675,0.0892857142857143,0.0633116883116883,0.00324675324675325,0.00811688311688312,0.725649350649351,0.00811688311688312,0.0146103896103896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Rodriguez, Julio","Sea","OF",2022,21,132,560,0.366,0.337,92,13.1,50.7,32.7,33.5,30.4,25.9,7.1,NA,NA,25,7,0.860031104199067,0.936236391912908,0.919129082426128,0.959564541213064,0.738724727838258,0.707620528771384,0.57542768273717,0.432348367029549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Rodriguez, Julio","Sea","OF",2023,22,155,714,0.347,0.345,92.7,11.9,52,31.8,37.4,28.3,24.5,6.6,77.2,8,37,10,0.840836012861736,0.961414790996785,0.836012861736334,0.951768488745981,0.887459807073955,0.57556270096463,0.519292604501608,0.342443729903537,0.983783783783784,0.954954954954955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Rodriguez, Julio","Sea","OF",2024,23,143,613,0.321,0.344,91.7,10.2,48.4,33.2,37.3,30.9,25.4,6.2,76.3,7.9,24,5,0.88474025974026,0.915584415584416,0.75974025974026,0.907467532467532,0.892857142857143,0.741883116883117,0.564935064935065,0.301948051948052,0.970779220779221,0.933441558441558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Duran, Jarren","Bos","OF",2022,25,58,223,0.284,0.286,89.3,7.7,38,27.5,31.5,28.2,28.3,6.3,NA,NA,7,1,0.446345256609642,0.670295489891135,0.61741835147745,0.552099533437014,0.637636080870918,0.612752721617418,0.68895800933126,0.332814930015552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Duran, Jarren","Bos","OF",2023,26,102,362,0.354,0.323,89.9,5.3,46.3,32,30.1,24.6,24.9,6.6,73.4,7.7,24,2,0.681672025723473,0.707395498392283,0.356913183279743,0.831189710610932,0.596463022508039,0.37459807073955,0.536977491961415,0.342443729903537,0.787387387387387,0.827027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Duran, Jarren","Bos","OF",2024,27,160,735,0.357,0.342,90.8,9.3,43.9,33.8,28.1,24.8,21.8,7.3,73.6,7.6,34,7,0.871753246753247,0.831168831168831,0.702922077922078,0.758116883116883,0.472402597402597,0.415584415584416,0.376623376623377,0.452922077922078,0.824675324675325,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
